SecondsPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,year,FTA_Rate,TOV%,OffensiveGoaltends,Clear Path Fouls
1157676.3999999997,38427,38493,9244,9306,4697,76920,6418,10004,1086,1710,1402,2213,3298,8004,1122,2898,947,2655,102,299,189,546,3228,9440,324,988,684,2229,10838,20906,4175,12095,7684,41885,41885,1564,2866,426,1287,1029,5435,2295,4503,873,2775,2978,10187,12694,8982,10752,1773,1470,9440,3228,1776,154,6347,3584,9931,2667,917,3885,1821,641,23446,2204,3093,185,5496,6844,855,13195,5482,18677,684,3546,2446,1100,3546,911,2446,3154,290,1100,100,328,6700,586,1491,4103,9422,111,660,818,9418,111,660,818,9758,1010,26,197,3956,163,1074,1776,154,104,906,50,46,824,1930,1042,64,36450,10074,9171,937,937,0.585624653995202,0.6282292388399485,0.8584431137724551,0.3451839603141794,0.331002331002331,0.3145945945945946,0.3451839603141794,0.5184157658088587,0.5457083042568039,0.5096602265156562,0.5181812672343262,0.5304599084998796,0.49525968672712284,0.5614134237580064,0.5737878467076011,0.5639030895754612,0.3665040453319596,0.012732534105002066,0.08495168851047546,0.09056377449020392,0.10294852573713144,0.015873015873015872,0.018832391713747645,0.011016949152542373,0.5292537313432836,0.8221153846153846,0.1778846153846154,0.6887390560531348,0.31126094394686527,0.7137662337662337,0.28623376623376623,0.6996654759879798,0.3003345240120202,0.35008422234699604,0.30538793103448275,0.24726224783861672,0.28124479946746545,0.30396215257244236,0.6499157776530039,0.6946120689655172,0.7527377521613833,0.7187552005325345,0.6960378474275577,0.04344236265481105,95.67855058632966,0.5398963730569948,15.063320061415135,15.03749253110956,14.378718088843764,14.354064375340977,0.3031423290203327,0.6415433826469412,0.7054297647834689,0.6053287628544718,0.24253810490591193,0.4120439780109945,0.45933147632311977,0.552152819890843,0.0878155207417957,0.38716356107660455,0.39340813464235624,0.571301247771836,0.08045210751189358,0.35668549905838043,0.363531669865643,0.9683210137275607,0.28605193782006605,0.3419491525423729,0.34575835475578404,0.8262081784386617,0.41175054177702863,0.6350877192982456,0.30386740331491713,0.07199614736335179,0.3411371237458194,0.9411764705882353,0.23790031302672768,0.32793522267206476,0.8734567901234568,0.30406705138774387,0.6335291459557162,0.07502061005770816,0.34615384615384615,0.3062654575432811,0.30686406460296095,0.6696463743522924,0.3419491525423729,0.5068520934124447,0.5243670108505423,0.49105351464435143,0.11378191799051818,0.1658561126949522,0.012114267004993042,0.12976005729974932,0.2432135609406709,6.3797761408208205,25.03076477883423,0.24056002290056472,2026,0.29568800945425894,17.396940008080488,1.0,4.0
