EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Period2Fouls2Minutes,Period2Fouls3Minutes,Period3Fouls3Minutes,Period3Fouls4Minutes,Period4Fouls4Minutes,OnOffRtg,OnDefRtg,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,AtRimOffReboundedPct,ShortMidRangeOffReboundedPct,LongMidRangeOffReboundedPct,ThreePtOffReboundedPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,OffTwoPtRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,Period1Fouls2Minutes,Period4Fouls5Minutes,PenaltyFg2Pct,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency,BlockedCorner3,Defensive 3 Seconds Violations,Arc3PctBlocked,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,PeriodOTFouls4Minutes,PeriodOTFouls5Minutes,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,BlockedLongMidRange,3pt And 1 Free Throw Trips,Period3Fouls5Minutes,Period2Fouls4Minutes,year
1629567,1611661328,Natisha Hiedeman,Natisha Hiedeman,1629567,SEA,5030.1,8,84.0,-11.0,411,417,136.0,98.0,48,828,8.0,16.0,,,14.0,27.0,2.0,8.0,2.0,5.0,3.0,11.0,34.0,3.0,8.0,2.0,10.0,24.0,51.0,13.0,39.0,17.0,104.0,439.0,,2.0,3.0,9.0,,9.0,17.0,3.0,13.0,3.0,20.0,14.0,34.0,30.0,9.0,,34.0,11.0,4.0,1.0,17.0,13.0,30.0,11.0,2.0,9.0,6.0,2.0,73.0,,7.0,8.0,15.0,,15.0,5.0,4.0,1.0,8.0,1.0,5.0,7.0,1.0,3.0,3.0,15.0,2.0,10.0,20.0,,14.0,1.0,19.0,2.0,8.0,,1.0,1.0,1.0,,95.0,20.0,135.0,2.0,6.0,,9.0,,5.0,104.13625304136252,105.2757793764988,0.2916666666666667,0.2916666666666667,0.7692307692307693,0.3333333333333333,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.47058823529411764,,0.48333333333333334,0.4090909090909091,0.2833333333333333,0.5255102040816326,0.4090909090909091,0.3125,0.43333333333333335,0.02564102564102564,0.0784313725490196,0.07407407407407407,,24.197002141327623,0.5333333333333333,0.06451612903225806,0.08333333333333333,,0.07211538461538461,,,,0.05405405405405406,0.0967741935483871,,0.07575757575757576,0.1111111111111111,,0.17777777777777778,0.5,0.5714285714285714,0.25,0.3,0.5185185185185185,0.56,0.35714285714285715,0.08888888888888889,0.25,0.25,,0.05555555555555555,0.4,0.4,1.0,0.37777777777777777,0.3235294117647059,0.3333333333333333,0.7272727272727273,,,0.7272727272727273,0.375,1.0,0.1,0.3333333333333333,0.2,0.6111111111111112,0.3235294117647059,0.46428555555555556,0.49439444444444447,0.4246566666666666,0.08333333333333333,0.14035087719298245,,0.08653846153846154,0.19230769230769232,7.686274509803922,25.379487179487178,0.625,0.23076923076923078,0.4,0.24,0.3309002433090024,1.0,3.0,4.0,,,,1.0,,1.0,1.0,2.0,,,,2.0,,1.0,0.23529411764705882,0.125,,,,,,,,0.1,0.3333333333333333,1.0,,,0.09090909090909091,,,0.029411764705882353,,,1.0,,,,,,,1.0,0.3333333333333333,,,,,2026
1642286,1611661325,Caitlin Clark,Caitlin Clark,1642286,IND,5029.4,6,84.0,32.0,387,381,122.0,112.0,53,768,16.0,24.0,2.0,3.0,6.0,14.0,1.0,10.0,,2.0,,18.0,50.0,2.0,4.0,4.0,15.0,23.0,48.0,18.0,52.0,35.0,135.0,406.0,2.0,5.0,2.0,5.0,,10.0,13.0,4.0,15.0,17.0,39.0,16.0,30.0,42.0,12.0,,50.0,18.0,9.0,,39.0,10.0,49.0,9.0,1.0,31.0,6.0,2.0,108.0,,9.0,14.0,25.0,1.0,26.0,8.0,8.0,,18.0,4.0,14.0,13.0,,4.0,,31.0,11.0,10.0,21.0,,40.0,1.0,36.0,3.0,10.0,2.0,6.0,6.0,6.0,3.0,125.0,39.0,121.0,1.0,13.0,,5.0,,19.0,113.17829457364341,106.56167979002625,0.34782608695652173,0.34782608695652173,0.7777777777777778,0.34615384615384615,0.4,0.26666666666666666,0.34615384615384615,0.4791666666666667,0.4,0.5,0.5,0.39285714285714285,0.5826086956521739,0.5,0.5416666666666666,0.52,,0.1875,0.14285714285714285,,32.58928571428571,0.5806451612903226,0.14736842105263157,0.15789473684210525,,0.1513157894736842,0.005555555555555556,,,0.09523809523809523,0.15789473684210525,0.26666666666666666,0.14893617021276595,0.2,0.5,0.24,0.6666666666666666,0.8421052631578947,0.3125,0.14,0.42857142857142855,0.5,0.5,0.1,0.1,0.125,,0.02,,,,0.5,0.36,0.36,0.7777777777777778,0.3,0.6666666666666666,0.4,0.5,0.5,,0.5357142857142857,0.26666666666666666,0.76,0.36,0.49920959595959596,0.5078055555555555,0.4950517857142857,0.11009174311926606,0.18181818181818182,0.037037037037037035,0.07407407407407407,0.28888888888888886,7.25,27.33653846153846,0.625,0.375,0.2222222222222222,0.3235294117647059,0.3152454780361757,3.0,7.0,5.0,1.0,2.0,1.0,1.0,,4.0,,6.0,,,,6.0,,1.0,0.38461538461538464,0.20833333333333334,0.2,0.010752688172043012,,0.03571428571428571,,0.02,1.0,0.25,0.42857142857142855,1.0,,,0.1,,,,1.0,1.0,1.0,0.2,,,,,,,,,,,,2026
1631009,1611661330,Rhyne Howard,Rhyne Howard,1631009,ATL,5026.3,6,84.0,36.0,409,412,86.0,34.0,60,821,6.0,9.0,1.0,1.0,6.0,17.0,,4.0,,2.0,,18.0,44.0,2.0,6.0,5.0,10.0,12.0,30.0,18.0,46.0,21.0,99.0,410.0,2.0,4.0,2.0,6.0,4.0,14.0,6.0,5.0,10.0,5.0,26.0,6.0,18.0,48.0,6.0,2.0,44.0,18.0,,,15.0,10.0,25.0,9.0,1.0,9.0,5.0,1.0,60.0,2.0,10.0,8.0,18.0,7.0,25.0,16.0,14.0,2.0,4.0,,2.0,6.0,,2.0,2.0,10.0,1.0,6.0,17.0,2.0,16.0,1.0,25.0,2.0,10.0,,5.0,4.0,5.0,2.0,85.0,26.0,84.0,,-1.0,-1.0,24.0,,8.0,109.04645476772616,99.51456310679612,0.25,0.2727272727272727,0.8888888888888888,0.391304347826087,0.3333333333333333,0.5,0.391304347826087,0.4,0.5,0.5131578947368421,0.5,0.65625,0.5705882352941176,0.5833333333333334,0.7222222222222222,0.6052631578947368,,,,,19.4672131147541,0.4,0.0784313725490196,0.1111111111111111,0.019417475728155338,0.09375,0.029850746268656716,0.011764705882352941,0.05555555555555555,0.10256410256410256,0.07692307692307693,0.041666666666666664,0.08064516129032258,0.17857142857142858,0.4,0.11842105263157894,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.2236842105263158,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.05263157894736842,,,,0.02631578947368421,,,,0.5789473684210527,0.4090909090909091,0.4090909090909091,0.8888888888888888,0.1,1.0,0.6,0.3333333333333333,1.0,,0.625,0.5,0.7236842105263158,0.4090909090909091,0.488356,0.52016875,0.46010333333333336,0.11904761904761904,0.2631578947368421,,0.1414141414141414,0.26262626262626265,7.943333333333333,25.22608695652174,,0.45454545454545453,0.5,0.32142857142857145,0.21026894865525672,2.0,3.0,3.0,4.0,,2.0,1.0,,2.0,,1.0,,,1.0,1.0,4.0,,0.5,,,0.04081632653061224,0.019230769230769232,0.07894736842105263,,0.043478260869565216,,0.1875,0.6666666666666666,,1.0,0.08333333333333333,,,,,2.0,1.0,5.0,,,,,,,,,,,,,2026
1642785,1611661322,Sonia Citron,Sonia Citron,1642785,WAS,5007.900000000001,7,83.0,15.0,456,460,129.0,156.0,50,916,17.0,20.0,1.0,2.0,13.0,25.0,1.0,1.0,2.0,6.0,1.0,6.0,20.0,,2.0,2.0,7.0,31.0,46.0,8.0,26.0,38.0,124.0,477.0,2.0,4.0,,3.0,5.0,9.0,18.0,2.0,8.0,26.0,54.0,34.0,28.0,21.0,3.0,2.0,20.0,6.0,1.0,1.0,15.0,5.0,20.0,3.0,2.0,9.0,5.0,1.0,45.0,3.0,9.0,7.0,17.0,7.0,24.0,10.0,6.0,4.0,8.0,1.0,2.0,10.0,5.0,6.0,1.0,18.0,3.0,4.0,13.0,,42.0,4.0,45.0,3.0,12.0,,4.0,4.0,4.0,1.0,115.0,54.0,128.0,4.0,5.0,,7.0,,,107.89473684210527,103.69565217391305,0.5483870967741935,0.5666666666666667,0.875,0.3076923076923077,,0.25,0.3076923076923077,0.6739130434782609,0.5,0.5972222222222222,0.2857142857142857,0.5384615384615384,0.6703296703296703,0.5,0.65,0.3611111111111111,0.038461538461538464,0.021739130434782608,0.04,0.16666666666666666,21.124031007751938,0.4444444444444444,0.05426356589147287,0.09183673469387756,0.03896103896103896,0.07048458149779736,0.03208556149732621,0.047619047619047616,,0.06818181818181818,0.047619047619047616,0.045454545454545456,0.10526315789473684,0.045454545454545456,0.25,0.2777777777777778,0.85,0.85,0.5294117647058824,0.3472222222222222,0.52,0.5416666666666666,0.6153846153846154,0.013888888888888888,1.0,1.0,,0.08333333333333333,0.3333333333333333,0.4,1.0,0.2777777777777778,0.3,0.3,0.8333333333333334,0.2857142857142857,0.5,0.2857142857142857,,,0.038461538461538464,0.2692307692307692,0.2857142857142857,0.6388888888888888,0.3,0.49870694444444447,0.58504,0.4795596153846154,0.14814814814814814,0.21818181818181817,,0.07258064516129033,0.43548387096774194,6.0978260869565215,24.85,1.0,0.6666666666666666,,0.2222222222222222,0.28289473684210525,6.0,8.0,11.0,3.0,1.0,2.0,,,1.0,2.0,10.0,,,,10.0,,,0.6111111111111112,,0.07142857142857142,0.02727272727272727,0.023255813953488372,0.01694915254237288,0.125,0.06451612903225806,1.0,0.3076923076923077,0.75,1.0,1.0,0.07692307692307693,0.14285714285714285,,,,,,3.0,,,,,,,,,,,,,2026
1630097,1611661331,Kaila Charles,Kaila Charles,1630097,GSV,4870.8,7,81.0,43.0,306,312,73.0,80.0,43,618,7.0,13.0,3.0,4.0,6.0,11.0,,2.0,3.0,7.0,,4.0,15.0,,2.0,1.0,5.0,13.0,26.0,7.0,22.0,8.0,55.0,307.0,3.0,5.0,,3.0,1.0,7.0,4.0,1.0,5.0,5.0,10.0,8.0,18.0,21.0,,6.0,15.0,4.0,2.0,,6.0,2.0,8.0,2.0,,3.0,3.0,,18.0,6.0,10.0,17.0,29.0,15.0,44.0,3.0,2.0,1.0,5.0,1.0,3.0,5.0,1.0,2.0,2.0,10.0,2.0,10.0,19.0,1.0,12.0,2.0,10.0,2.0,4.0,,1.0,,1.0,,48.0,10.0,73.0,2.0,8.0,,13.0,,6.0,114.37908496732025,98.3974358974359,0.3076923076923077,0.4,1.0,0.3181818181818182,,0.2,0.3181818181818182,0.5,0.6,0.4895833333333333,0.375,0.2777777777777778,0.5288461538461539,0.3888888888888889,0.4166666666666667,0.4583333333333333,,0.07692307692307693,0.09090909090909091,,17.318435754189945,0.5,0.19101123595505617,0.16666666666666666,0.08333333333333333,0.18120805369127516,0.07926829268292683,0.07407407407407407,0.1111111111111111,0.2571428571428571,0.1388888888888889,0.16666666666666666,0.17777777777777778,0.13333333333333333,,0.2708333333333333,0.5384615384615384,0.5833333333333334,0.14285714285714285,0.22916666666666666,0.5454545454545454,0.6,0.5,0.041666666666666664,,,,0.14583333333333334,0.42857142857142855,0.42857142857142855,1.0,0.3125,0.26666666666666666,0.26666666666666666,1.0,0.5,0.75,0.25,,,,0.5555555555555556,0.2,0.7291666666666666,0.26666666666666666,0.4953372340425532,0.5594333333333333,0.5574875,0.08,0.14285714285714285,,0.12727272727272726,0.18181818181818182,5.68076923076923,25.468181818181815,,,0.5,0.2,0.238562091503268,,3.0,1.0,7.0,2.0,1.0,2.0,,,3.0,2.0,,,1.0,2.0,,1.0,0.25,0.07692307692307693,0.2,0.07608695652173914,0.06896551724137931,0.06976744186046512,0.1,0.04,,0.3333333333333333,,1.0,2.0,0.2857142857142857,0.125,,,,,,,,,,,,,,,,,,,2026
1642290,1611661323,Aaliyah Edwards,Aaliyah Edwards,1642290,CON,4856.4,6,81.0,-57.0,213,219,30.0,39.0,26,432,12.0,17.0,4.0,6.0,3.0,11.0,6.0,11.0,,,,,3.0,,1.0,,,21.0,39.0,,3.0,6.0,48.0,243.0,5.0,9.0,,1.0,1.0,11.0,6.0,,,1.0,5.0,26.0,16.0,,,8.0,3.0,,5.0,,3.0,2.0,5.0,2.0,,2.0,1.0,,12.0,2.0,2.0,10.0,14.0,9.0,23.0,7.0,5.0,2.0,6.0,1.0,4.0,6.0,2.0,2.0,,12.0,1.0,5.0,13.0,3.0,21.0,3.0,9.0,1.0,3.0,,3.0,2.0,3.0,1.0,37.0,5.0,30.0,2.0,5.0,,14.0,,2.0,87.32394366197184,110.95890410958904,0.6190476190476191,0.7647058823529411,,,,,,0.5384615384615384,0.5555555555555556,0.5,0.5,0.3333333333333333,0.5217391304347826,0.55,0.35714285714285715,0.07142857142857142,,0.1282051282051282,0.2727272727272727,,23.6734693877551,0.5,0.19230769230769232,0.047619047619047616,0.04878048780487805,0.1276595744680851,0.07692307692307693,0.03125,0.1111111111111111,0.125,0.22580645161290322,0.2,0.07142857142857142,,0.3333333333333333,0.40476190476190477,0.7058823529411765,0.8,0.5833333333333334,0.2619047619047619,0.2727272727272727,0.375,,0.2619047619047619,0.5454545454545454,0.5454545454545454,1.0,,,,,0.07142857142857142,,,,0.6,0.6666666666666666,0.1,,,,,,0.47619047619047616,,0.47028095238095236,0.51895,0.47718333333333335,0.06818181818181818,0.07317073170731707,,0.22916666666666666,0.10416666666666667,7.9512820512820515,24.233333333333334,0.6,0.375,,0.3333333333333333,0.14084507042253522,2.0,3.0,2.0,6.0,2.0,1.0,,,2.0,2.0,2.0,,,1.0,1.0,,,0.3333333333333333,0.11764705882352941,0.25,0.09523809523809523,0.09090909090909091,0.10344827586206896,0.08333333333333333,0.0625,,0.5,0.6666666666666666,,1.0,0.2,,,,,1.0,1.0,,,,,,,,,,,,,,2026
1643420,1611661332,Laura Juskaite,Laura Juskaite,1643420,TOR,4794.5,8,80.0,15.0,318,319,69.0,83.0,35,637,8.0,13.0,3.0,3.0,4.0,7.0,,,3.0,5.0,1.0,4.0,14.0,1.0,3.0,,2.0,12.0,20.0,7.0,19.0,12.0,57.0,366.0,3.0,4.0,1.0,3.0,3.0,12.0,5.0,1.0,3.0,6.0,17.0,16.0,8.0,18.0,3.0,4.0,14.0,4.0,3.0,1.0,4.0,6.0,10.0,3.0,3.0,4.0,,,26.0,6.0,10.0,6.0,20.0,7.0,27.0,7.0,5.0,2.0,8.0,,2.0,4.0,,6.0,2.0,12.0,2.0,12.0,33.0,5.0,13.0,2.0,14.0,2.0,5.0,,,,1.0,1.0,45.0,17.0,67.0,2.0,18.0,,13.0,1.0,24.0,119.81132075471697,114.73354231974922,0.6666666666666666,0.8,0.8571428571428571,0.3684210526315789,0.3333333333333333,0.3333333333333333,0.3684210526315789,0.6,0.75,0.5769230769230769,0.6428571428571429,0.6875,0.6333333333333333,0.6666666666666666,0.7727272727272727,0.48717948717948717,0.05263157894736842,0.15,0.14285714285714285,,15.659340659340659,0.6666666666666666,0.1,0.16393442622950818,0.07692307692307693,0.1322314049586777,0.04794520547945205,0.06557377049180328,0.11764705882352941,0.125,0.08,0.09090909090909091,0.18421052631578946,0.13043478260869565,1.0,0.3333333333333333,0.6153846153846154,0.7272727272727273,0.5,0.1794871794871795,0.5714285714285714,0.6666666666666666,1.0,,,,,0.1282051282051282,0.6,0.6,1.0,0.358974358974359,0.2857142857142857,0.3076923076923077,0.75,0.42857142857142855,1.0,0.42857142857142855,0.3333333333333333,,0.125,0.25,,0.8205128205128205,0.2857142857142857,0.5471961538461538,0.51735,0.5608125,0.11904761904761904,0.21739130434782608,,0.21052631578947367,0.2982456140350877,3.78,24.294736842105266,0.6,,,0.4166666666666667,0.2169811320754717,3.0,4.0,4.0,1.0,4.0,,,,2.0,1.0,3.0,1.0,,,2.0,,5.0,0.8,0.15384615384615385,0.3076923076923077,0.014705882352941176,,,0.09090909090909091,,,0.5,0.75,,,,,1.0,1.0,0.07142857142857142,,,,,,,,,,1.0,1.0,,,,,2026
1629568,1611661323,Kennedy Burke,Kennedy Burke,1629568,CON,4760.3,9,79.0,-70.0,445,446,130.0,160.0,64,891,8.0,19.0,3.0,6.0,4.0,11.0,4.0,9.0,1.0,4.0,,6.0,26.0,2.0,3.0,2.0,7.0,16.0,39.0,7.0,30.0,9.0,62.0,475.0,3.0,8.0,2.0,3.0,1.0,13.0,13.0,2.0,7.0,4.0,18.0,20.0,12.0,21.0,,4.0,26.0,6.0,4.0,,14.0,8.0,22.0,5.0,3.0,8.0,5.0,1.0,52.0,2.0,11.0,10.0,25.0,7.0,32.0,10.0,7.0,3.0,9.0,2.0,7.0,12.0,2.0,2.0,2.0,21.0,6.0,9.0,19.0,2.0,13.0,2.0,14.0,2.0,7.0,,8.0,4.0,8.0,6.0,49.0,18.0,130.0,4.0,15.0,,7.0,1.0,4.0,91.01123595505618,106.50224215246637,0.625,0.7142857142857143,1.0,0.23333333333333334,0.6666666666666666,0.2857142857142857,0.23333333333333334,0.41025641025641024,0.375,0.38405797101449274,0.5454545454545454,0.35,0.40540540540540543,0.5416666666666666,0.38636363636363635,0.43478260869565216,,0.10256410256410256,0.09090909090909091,,18.12977099236641,0.42857142857142855,0.09345794392523364,0.1527777777777778,0.0273972602739726,0.11731843575418995,0.03070175438596491,0.03278688524590164,,0.12903225806451613,0.07142857142857142,0.1,0.1875,0.08333333333333333,0.75,0.2753623188405797,0.42105263157894735,0.5,0.5,0.15942028985507245,0.36363636363636365,0.4,0.75,0.13043478260869565,0.4444444444444444,0.4444444444444444,0.75,0.057971014492753624,0.25,0.25,1.0,0.37681159420289856,0.23076923076923078,0.23076923076923078,1.0,0.5454545454545454,0.5,0.2727272727272727,0.6666666666666666,1.0,,0.35,0.2857142857142857,0.7101449275362319,0.23076923076923078,0.4995789855072464,0.5373285714285714,0.49366000000000004,0.0945945945945946,0.1590909090909091,,0.20967741935483872,0.2903225806451613,6.753846153846153,24.896666666666665,0.45454545454545453,0.2857142857142857,0.4,0.43478260869565216,0.29213483146067415,2.0,7.0,4.0,5.0,4.0,3.0,,1.0,3.0,,,,,4.0,,2.0,,0.3076923076923077,0.15789473684210525,0.19047619047619047,0.03225806451612903,0.0625,0.02531645569620253,,0.07142857142857142,,0.35,0.2857142857142857,,,,,,,,,,2.0,,,,,,,,,,,,,2026
1642307,1611661328,Mackenzie Holmes,Mackenzie Holmes,1642307,SEA,4620.8,8,77.0,-35.0,246,246,81.0,60.0,34,492,7.0,12.0,1.0,2.0,4.0,7.0,,1.0,2.0,3.0,,2.0,3.0,,,1.0,2.0,11.0,20.0,4.0,6.0,7.0,41.0,270.0,1.0,3.0,,,2.0,4.0,5.0,1.0,2.0,2.0,11.0,18.0,4.0,12.0,,,3.0,2.0,2.0,,3.0,2.0,5.0,2.0,,1.0,2.0,,12.0,4.0,8.0,16.0,27.0,13.0,40.0,8.0,7.0,1.0,3.0,1.0,2.0,4.0,,1.0,1.0,7.0,1.0,9.0,21.0,2.0,13.0,1.0,9.0,1.0,4.0,,4.0,1.0,4.0,2.0,37.0,11.0,81.0,1.0,6.0,2.0,-3.0,,3.0,95.52845528455285,109.75609756097562,0.8181818181818182,0.8181818181818182,1.0,0.6666666666666666,,0.5,0.6666666666666666,0.55,0.3333333333333333,0.6538461538461539,0.3333333333333333,0.6428571428571429,0.6833333333333333,0.5,0.6111111111111112,0.23076923076923078,,0.1,,,12.937062937062938,0.42857142857142855,0.2191780821917808,0.1951219512195122,0.07547169811320754,0.21052631578947367,0.10317460317460317,0.08333333333333333,0.058823529411764705,0.08695652173913043,0.34146341463414637,,0.1891891891891892,0.25,0.5,0.46153846153846156,0.5833333333333334,0.7,0.8571428571428571,0.2692307692307692,0.5714285714285714,0.5714285714285714,0.75,0.038461538461538464,,,,0.11538461538461539,0.6666666666666666,0.6666666666666666,1.0,0.11538461538461539,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,,,,,0.2857142857142857,0.5,0.6923076923076923,0.6666666666666666,0.4934519230769231,0.49510000000000004,0.5276928571428571,0.13793103448275862,0.17391304347826086,,0.0975609756097561,0.2682926829268293,4.91,23.916666666666668,0.4,0.3333333333333333,1.0,,0.32926829268292684,3.0,4.0,3.0,9.0,3.0,1.0,,,2.0,2.0,1.0,,,3.0,1.0,,,0.6,0.16666666666666666,0.3333333333333333,0.1232876712328767,,0.1388888888888889,0.21052631578947367,0.1111111111111111,,0.5714285714285714,0.75,,,,,,,,,,,,,,,,,,,,,,,2026
1631141,1611661328,Jade Melbourne,Jade Melbourne,1631141,SEA,4561.4,8,76.0,-19.0,384,390,129.0,106.0,37,774,14.0,17.0,,,7.0,19.0,,2.0,1.0,3.0,1.0,3.0,10.0,1.0,2.0,,3.0,21.0,38.0,4.0,13.0,33.0,87.0,399.0,,3.0,1.0,2.0,,3.0,13.0,,4.0,12.0,24.0,14.0,28.0,9.0,3.0,,10.0,3.0,3.0,,13.0,21.0,34.0,18.0,3.0,4.0,8.0,1.0,89.0,1.0,8.0,3.0,11.0,4.0,15.0,10.0,5.0,5.0,12.0,1.0,7.0,4.0,,5.0,2.0,16.0,4.0,6.0,22.0,1.0,31.0,4.0,42.0,4.0,17.0,,2.0,2.0,2.0,,84.0,22.0,127.0,6.0,7.0,,5.0,,4.0,98.95833333333334,102.3076923076923,0.3333333333333333,0.3333333333333333,0.75,0.3076923076923077,0.5,,0.3076923076923077,0.5526315789473685,,0.5294117647058824,0.3,0.35294117647058826,0.6214285714285714,0.3,0.46153846153846156,0.2549019607843137,,0.07894736842105263,0.15789473684210525,,20.187793427230048,0.75,0.02857142857142857,0.10256410256410256,0.013157894736842105,0.060109289617486336,0.023121387283236993,,0.043478260869565216,0.029411764705882353,0.03773584905660377,,0.10144927536231885,0.1111111111111111,,0.3333333333333333,0.8235294117647058,0.8235294117647058,0.35714285714285715,0.37254901960784315,0.3684210526315789,0.4375,0.2857142857142857,0.0392156862745098,,,,0.058823529411764705,0.3333333333333333,0.3333333333333333,1.0,0.19607843137254902,0.3,0.3,0.6666666666666666,,,0.4,0.5,1.0,0.058823529411764705,0.17647058823529413,,0.5882352941176471,0.3,0.5102862745098039,0.46195,0.5021411764705883,0.265625,0.3333333333333333,,0.034482758620689655,0.27586206896551724,5.1421052631578945,25.176923076923078,,0.3333333333333333,,0.1111111111111111,0.3359375,4.0,5.0,6.0,3.0,,,1.0,,1.0,,6.0,,,,4.0,,,0.46153846153846156,,,0.030927835051546393,0.038461538461538464,,0.08,,,0.29411764705882354,0.8,,,,,,,,,,,,,,,,,,,,,,,2026
