SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,year,FTA_Rate,TOV%,OffensiveGoaltends,Clear Path Fouls
331200.0,448,35817,36173,9314,9628,4428,71990,6003,9340,1028,1614,1421,2260,3040,7346,1032,2720,882,2490,97,283,195,564,2963,8772,308,931,687,2259,10075,19406,3845,11262,7501,39186,39186,1469,2704,405,1214,1020,5173,2317,4503,882,2823,3112,10392,11812,8338,9945,1590,1364,8772,2963,1635,146,5906,3315,9221,2458,857,3637,1692,577,21757,2085,2918,186,5112,6286,827,12225,5189,17414,631,3290,2267,1023,3290,848,2267,2985,272,1023,91,302,6275,565,1514,3906,9002,109,661,765,8998,109,661,765,9512,960,28,190,3764,157,1132,1635,146,96,845,50,46,744,1781,936,61,34013,10266,9233,991,991,0.5862034739454094,0.6287661024166933,0.8621586475942783,0.34141360326762565,0.33360790774299837,0.31243358129649307,0.34141360326762565,0.5191693290734825,0.5432692307692307,0.5145458583166778,0.5165808008347463,0.5299897907095457,0.4968604968604969,0.561814412806265,0.5751561106155219,0.5674742381056785,0.36722316421025175,0.012963949564908542,0.08425229310522518,0.0904710920770878,0.1012796079499047,0.016911764705882352,0.020080321285140562,0.01094391244870041,0.5243027888446216,0.8163869693978283,0.18361303060217177,0.6829639287266406,0.3170360712733594,0.7102959566486036,0.28970404335139643,0.6949576245350894,0.3050423754649107,0.3556561085972851,0.31077576043385996,0.2554611650485437,0.2839308007847334,0.310062893081761,0.644343891402715,0.6892242395661401,0.7445388349514563,0.7160691992152667,0.689937106918239,0.043059915381465814,313.0,0.5255474452554745,4.623502805930145,4.578000165869571,3.9209593209928246,3.882370829071407,0.30455197600104345,0.6427194860813704,0.7066509711595056,0.605863734799267,0.23953306377983566,0.41383065613939557,0.460466525295365,0.5565789473684211,0.08869179600886919,0.37941176470588234,0.38593866866118176,0.5591085271317829,0.08119212208164862,0.3542168674698795,0.3614754098360656,0.971655328798186,0.2860310421286031,0.3377792977656179,0.34151682803135086,0.8295646304421195,0.4119448698315467,0.6369268897149938,0.3044747081712062,0.07223072996426748,0.34275618374558303,0.9278350515463918,0.23762123532414497,0.3308270676691729,0.8896103896103896,0.3084903084903085,0.6287610619469026,0.07698607698607698,0.34574468085106386,0.3083538083538084,0.3041168658698539,0.6717751402112951,0.3377792977656179,0.5063471349050426,0.5239226362625138,0.4925251799557031,0.11632476851162653,0.1694732102656461,0.012569218598927661,0.13201143265451948,0.2651967539427347,6.378604555292179,25.03431894867696,0.2600441131306363,2026,0.31016042780748665,17.460004763590145,1.0,3.0
